step,update_time,visualize_time,capture_frame_time
420,0.003317,0.113048,0.000486
421,0.005253,0.000000,0.000000
422,0.003548,0.000000,0.000000
423,0.004453,0.000000,0.000000
424,0.003958,0.000000,0.000000
425,0.003571,0.000000,0.000000
426,0.005882,0.000000,0.000000
427,0.004496,0.000000,0.000000
428,0.003563,0.000000,0.000000
429,0.004852,0.000000,0.000000
430,0.003690,0.102493,0.001276
431,0.007019,0.000000,0.000000
432,0.003806,0.000000,0.000000
433,0.004055,0.000000,0.000000
434,0.002993,0.000000,0.000000
435,0.004162,0.000000,0.000000
436,0.002468,0.000000,0.000000
437,0.001823,0.000000,0.000000
438,0.002986,0.000000,0.000000
439,0.003693,0.000000,0.000000
440,0.003244,0.108553,0.001268
441,0.008316,0.000000,0.000000
442,0.006822,0.000000,0.000000
443,0.003654,0.000000,0.000000
444,0.003990,0.000000,0.000000
445,0.003219,0.000000,0.000000
446,0.003943,0.000000,0.000000
447,0.002642,0.000000,0.000000
448,0.003511,0.000000,0.000000
449,0.005319,0.000000,0.000000
450,0.003868,0.133685,0.000188
451,0.002694,0.000000,0.000000
452,0.003127,0.000000,0.000000
453,0.004640,0.000000,0.000000
454,0.003631,0.000000,0.000000
455,0.004197,0.000000,0.000000
456,0.004075,0.000000,0.000000
457,0.004322,0.000000,0.000000
458,0.004635,0.000000,0.000000
459,0.003568,0.000000,0.000000
460,0.004039,0.131459,0.000246
461,0.003859,0.000000,0.000000
462,0.003558,0.000000,0.000000
463,0.003394,0.000000,0.000000
464,0.003809,0.000000,0.000000
465,0.003817,0.000000,0.000000
466,0.002969,0.000000,0.000000
467,0.015714,0.000000,0.000000
468,0.008401,0.000000,0.000000
469,0.005223,0.000000,0.000000
470,0.005215,0.103989,0.001320
471,0.008377,0.000000,0.000000
472,0.004364,0.000000,0.000000
473,0.006674,0.000000,0.000000
474,0.004979,0.000000,0.000000
475,0.005204,0.000000,0.000000
476,0.003685,0.000000,0.000000
477,0.003204,0.000000,0.000000
478,0.002363,0.000000,0.000000
479,0.002410,0.000000,0.000000
480,0.004989,0.115842,0.001087
481,0.009061,0.000000,0.000000
482,0.004290,0.000000,0.000000
483,0.003712,0.000000,0.000000
484,0.003034,0.000000,0.000000
485,0.004193,0.000000,0.000000
486,0.004130,0.000000,0.000000
487,0.003025,0.000000,0.000000
488,0.002171,0.000000,0.000000
489,0.003447,0.000000,0.000000
490,0.003234,0.134005,0.001275
491,0.008192,0.000000,0.000000
492,0.003577,0.000000,0.000000
493,0.003198,0.000000,0.000000
494,0.007120,0.000000,0.000000
495,0.004930,0.000000,0.000000
496,0.003849,0.000000,0.000000
497,0.005945,0.000000,0.000000
498,0.004033,0.000000,0.000000
499,0.004251,0.000000,0.000000
500,0.005093,0.119679,0.000617
501,0.009723,0.000000,0.000000
502,0.004267,0.000000,0.000000
503,0.003582,0.000000,0.000000
504,0.002619,0.000000,0.000000
505,0.004010,0.000000,0.000000
506,0.004747,0.000000,0.000000
507,0.004980,0.000000,0.000000
508,0.004435,0.000000,0.000000
509,0.004480,0.000000,0.000000
510,0.004375,0.156371,0.000856
511,0.005897,0.000000,0.000000
512,0.004799,0.000000,0.000000
513,0.006706,0.000000,0.000000
514,0.003983,0.000000,0.000000
515,0.004189,0.000000,0.000000
516,0.004663,0.000000,0.000000
517,0.004123,0.000000,0.000000
518,0.004631,0.000000,0.000000
519,0.005175,0.000000,0.000000
520,0.004594,0.107180,0.001308
521,0.009020,0.000000,0.000000
522,0.004430,0.000000,0.000000
523,0.005396,0.000000,0.000000
524,0.004459,0.000000,0.000000
525,0.003994,0.000000,0.000000
526,0.004108,0.000000,0.000000
527,0.006326,0.000000,0.000000
528,0.003642,0.000000,0.000000
529,0.005308,0.000000,0.000000
530,0.003555,0.120072,0.001149
531,0.007890,0.000000,0.000000
532,0.005725,0.000000,0.000000
533,0.003548,0.000000,0.000000
534,0.003255,0.000000,0.000000
535,0.004659,0.000000,0.000000
536,0.004247,0.000000,0.000000
537,0.002337,0.000000,0.000000
538,0.002153,0.000000,0.000000
539,0.003479,0.000000,0.000000
540,0.003047,0.113240,0.000754
541,0.007829,0.000000,0.000000
542,0.005486,0.000000,0.000000
543,0.004180,0.000000,0.000000
544,0.003866,0.000000,0.000000
545,0.005436,0.000000,0.000000
546,0.005072,0.000000,0.000000
547,0.004537,0.000000,0.000000
548,0.004914,0.000000,0.000000
549,0.006607,0.000000,0.000000
550,0.005143,0.116031,0.001381
551,0.012528,0.000000,0.000000
552,0.006205,0.000000,0.000000
553,0.005805,0.000000,0.000000
554,0.005517,0.000000,0.000000
555,0.004401,0.000000,0.000000
556,0.005097,0.000000,0.000000
557,0.004402,0.000000,0.000000
558,0.004973,0.000000,0.000000
559,0.003613,0.000000,0.000000
560,0.007616,0.146424,0.000248
561,0.012331,0.000000,0.000000
562,0.004106,0.000000,0.000000
563,0.005522,0.000000,0.000000
564,0.004087,0.000000,0.000000
565,0.005709,0.000000,0.000000
566,0.005347,0.000000,0.000000
567,0.004917,0.000000,0.000000
568,0.005873,0.000000,0.000000
569,0.004394,0.000000,0.000000
570,0.004114,0.123393,0.001192
571,0.005262,0.000000,0.000000
572,0.005017,0.000000,0.000000
573,0.004941,0.000000,0.000000
574,0.003260,0.000000,0.000000
575,0.004410,0.000000,0.000000
576,0.004745,0.000000,0.000000
577,0.003716,0.000000,0.000000
578,0.003885,0.000000,0.000000
579,0.005509,0.000000,0.000000
580,0.004221,0.116434,0.001090
581,0.009424,0.000000,0.000000
582,0.003628,0.000000,0.000000
583,0.003458,0.000000,0.000000
584,0.004411,0.000000,0.000000
585,0.004000,0.000000,0.000000
586,0.003982,0.000000,0.000000
587,0.004108,0.000000,0.000000
588,0.002706,0.000000,0.000000
589,0.002721,0.000000,0.000000
590,0.003865,0.109068,0.000408
591,0.007964,0.000000,0.000000
592,0.003888,0.000000,0.000000
593,0.004744,0.000000,0.000000
594,0.003047,0.000000,0.000000
595,0.004191,0.000000,0.000000
596,0.004183,0.000000,0.000000
597,0.004142,0.000000,0.000000
598,0.004268,0.000000,0.000000
599,0.004478,0.000000,0.000000
600,0.002275,0.138534,0.001219
601,0.013433,0.000000,0.000000
602,0.004516,0.000000,0.000000
603,0.003669,0.000000,0.000000
604,0.003607,0.000000,0.000000
605,0.004910,0.000000,0.000000
606,0.004750,0.000000,0.000000
607,0.002888,0.000000,0.000000
608,0.004005,0.000000,0.000000
609,0.002859,0.000000,0.000000
610,0.003220,0.147277,0.000639
611,0.008748,0.000000,0.000000
612,0.005701,0.000000,0.000000
613,0.004637,0.000000,0.000000
614,0.004459,0.000000,0.000000
615,0.004364,0.000000,0.000000
616,0.005952,0.000000,0.000000
617,0.005222,0.000000,0.000000
618,0.004335,0.000000,0.000000
619,0.004422,0.000000,0.000000
620,0.004391,0.115785,0.000657
621,0.006102,0.000000,0.000000
622,0.017587,0.000000,0.000000
623,0.004503,0.000000,0.000000
624,0.004263,0.000000,0.000000
625,0.004802,0.000000,0.000000
626,0.006778,0.000000,0.000000
627,0.009144,0.000000,0.000000
628,0.005605,0.000000,0.000000
629,0.007453,0.000000,0.000000
630,0.004622,0.119644,0.001211
631,0.009146,0.000000,0.000000
632,0.005060,0.000000,0.000000
633,0.006291,0.000000,0.000000
634,0.005352,0.000000,0.000000
635,0.003170,0.000000,0.000000
636,0.004195,0.000000,0.000000
637,0.004104,0.000000,0.000000
638,0.003463,0.000000,0.000000
639,0.004296,0.000000,0.000000
640,0.003828,0.178935,0.000276
641,0.004217,0.000000,0.000000
642,0.002833,0.000000,0.000000
643,0.003041,0.000000,0.000000
644,0.003665,0.000000,0.000000
645,0.002849,0.000000,0.000000
646,0.003651,0.000000,0.000000
647,0.003913,0.000000,0.000000
648,0.004080,0.000000,0.000000
649,0.004093,0.000000,0.000000
650,0.005488,0.171887,0.000266
651,0.003257,0.000000,0.000000
652,0.003790,0.000000,0.000000
653,0.003262,0.000000,0.000000
654,0.001925,0.000000,0.000000
655,0.004159,0.000000,0.000000
656,0.002501,0.000000,0.000000
657,0.003210,0.000000,0.000000
658,0.004071,0.000000,0.000000
659,0.003485,0.000000,0.000000
660,0.002947,0.132018,0.001371
661,0.011203,0.000000,0.000000
662,0.003733,0.000000,0.000000
663,0.003817,0.000000,0.000000
664,0.004370,0.000000,0.000000
665,0.003748,0.000000,0.000000
666,0.003650,0.000000,0.000000
667,0.003534,0.000000,0.000000
668,0.004363,0.000000,0.000000
669,0.002276,0.000000,0.000000
670,0.003896,0.116554,0.000439
671,0.006601,0.000000,0.000000
672,0.004383,0.000000,0.000000
673,0.003860,0.000000,0.000000
674,0.003150,0.000000,0.000000
675,0.003236,0.000000,0.000000
676,0.003602,0.000000,0.000000
677,0.003196,0.000000,0.000000
678,0.003157,0.000000,0.000000
679,0.002135,0.000000,0.000000
680,0.002089,0.156134,0.000628
681,0.007106,0.000000,0.000000
682,0.006042,0.000000,0.000000
683,0.005349,0.000000,0.000000
684,0.003536,0.000000,0.000000
685,0.002901,0.000000,0.000000
686,0.003813,0.000000,0.000000
687,0.003452,0.000000,0.000000
688,0.004855,0.000000,0.000000
689,0.001972,0.000000,0.000000
690,0.003559,0.122902,0.000277
691,0.002555,0.000000,0.000000
692,0.003060,0.000000,0.000000
693,0.004033,0.000000,0.000000
694,0.003434,0.000000,0.000000
695,0.002842,0.000000,0.000000
696,0.003253,0.000000,0.000000
697,0.003440,0.000000,0.000000
698,0.002651,0.000000,0.000000
699,0.003824,0.000000,0.000000
700,0.003057,0.154832,0.001266
701,0.008216,0.000000,0.000000
702,0.002920,0.000000,0.000000
703,0.003387,0.000000,0.000000
704,0.003503,0.000000,0.000000
705,0.002201,0.000000,0.000000
706,0.003121,0.000000,0.000000
707,0.003607,0.000000,0.000000
708,0.002784,0.000000,0.000000
709,0.003863,0.000000,0.000000
710,0.003443,0.129561,0.001388
711,0.007409,0.000000,0.000000
712,0.003139,0.000000,0.000000
713,0.002914,0.000000,0.000000
714,0.003235,0.000000,0.000000
715,0.002018,0.000000,0.000000
716,0.003349,0.000000,0.000000
717,0.003554,0.000000,0.000000
718,0.002981,0.000000,0.000000
719,0.002087,0.000000,0.000000
720,0.003299,0.119734,0.000240
721,0.004505,0.000000,0.000000
722,0.002743,0.000000,0.000000
723,0.002159,0.000000,0.000000
724,0.002905,0.000000,0.000000
725,0.002285,0.000000,0.000000
726,0.002411,0.000000,0.000000
727,0.002568,0.000000,0.000000
728,0.003309,0.000000,0.000000
729,0.003027,0.000000,0.000000
730,0.003634,0.133141,0.000533
731,0.006749,0.000000,0.000000
732,0.004993,0.000000,0.000000
733,0.003804,0.000000,0.000000
734,0.003119,0.000000,0.000000
735,0.002345,0.000000,0.000000
736,0.002882,0.000000,0.000000
737,0.002931,0.000000,0.000000
738,0.002617,0.000000,0.000000
739,0.003108,0.000000,0.000000
740,0.003427,0.122152,0.000940
741,0.005087,0.000000,0.000000
742,0.003896,0.000000,0.000000
743,0.003534,0.000000,0.000000
744,0.003511,0.000000,0.000000
745,0.002392,0.000000,0.000000
746,0.002714,0.000000,0.000000
747,0.001704,0.000000,0.000000
748,0.002616,0.000000,0.000000
749,0.002770,0.000000,0.000000
750,0.002034,0.139464,0.001287
751,0.007195,0.000000,0.000000
752,0.003720,0.000000,0.000000
753,0.003344,0.000000,0.000000
754,0.003007,0.000000,0.000000
755,0.003268,0.000000,0.000000
756,0.002300,0.000000,0.000000
757,0.003343,0.000000,0.000000
758,0.003580,0.000000,0.000000
759,0.003949,0.000000,0.000000
760,0.003800,0.119695,0.001339
761,0.009870,0.000000,0.000000
762,0.004112,0.000000,0.000000
763,0.004638,0.000000,0.000000
764,0.003114,0.000000,0.000000
765,0.003102,0.000000,0.000000
766,0.004829,0.000000,0.000000
767,0.002867,0.000000,0.000000
768,0.003569,0.000000,0.000000
769,0.003357,0.000000,0.000000
770,0.003988,0.135025,0.001031
771,0.008246,0.000000,0.000000
772,0.003952,0.000000,0.000000
773,0.003681,0.000000,0.000000
774,0.003260,0.000000,0.000000
775,0.003284,0.000000,0.000000
776,0.003675,0.000000,0.000000
777,0.003164,0.000000,0.000000
778,0.003149,0.000000,0.000000
779,0.004874,0.000000,0.000000
780,0.001609,0.117635,0.001515
781,0.006653,0.000000,0.000000
782,0.003610,0.000000,0.000000
783,0.002938,0.000000,0.000000
784,0.003862,0.000000,0.000000
785,0.002147,0.000000,0.000000
786,0.002593,0.000000,0.000000
787,0.003222,0.000000,0.000000
788,0.002626,0.000000,0.000000
789,0.003039,0.000000,0.000000
790,0.003359,0.114774,0.000708
791,0.006525,0.000000,0.000000
792,0.003862,0.000000,0.000000
793,0.002317,0.000000,0.000000
794,0.003040,0.000000,0.000000
795,0.003338,0.000000,0.000000
796,0.002623,0.000000,0.000000
797,0.003257,0.000000,0.000000
798,0.001863,0.000000,0.000000
799,0.002130,0.000000,0.000000
800,0.003036,0.128479,0.000500
801,0.004088,0.000000,0.000000
802,0.037539,0.000000,0.000000
803,0.001819,0.000000,0.000000
804,0.003658,0.000000,0.000000
805,0.003767,0.000000,0.000000
806,0.002341,0.000000,0.000000
807,0.001836,0.000000,0.000000
808,0.001780,0.000000,0.000000
809,0.002332,0.000000,0.000000
810,0.003454,0.128596,0.001432
811,0.009293,0.000000,0.000000
812,0.002767,0.000000,0.000000
813,0.003004,0.000000,0.000000
814,0.005264,0.000000,0.000000
815,0.004882,0.000000,0.000000
816,0.002842,0.000000,0.000000
817,0.004135,0.000000,0.000000
818,0.003642,0.000000,0.000000
819,0.002694,0.000000,0.000000
820,0.001936,0.137482,0.000244
