step,update_time,visualize_time,capture_frame_time
821,0.006913,0.000000,0.000000
822,0.002414,0.000000,0.000000
823,0.001982,0.000000,0.000000
824,0.002129,0.000000,0.000000
825,0.002711,0.000000,0.000000
826,0.002585,0.000000,0.000000
827,0.002500,0.000000,0.000000
828,0.003750,0.000000,0.000000
829,0.002432,0.000000,0.000000
830,0.003713,0.119031,0.001130
831,0.005959,0.000000,0.000000
832,0.003314,0.000000,0.000000
833,0.003136,0.000000,0.000000
834,0.003223,0.000000,0.000000
835,0.002392,0.000000,0.000000
836,0.002817,0.000000,0.000000
837,0.002472,0.000000,0.000000
838,0.003378,0.000000,0.000000
839,0.002460,0.000000,0.000000
840,0.002958,0.133173,0.001205
841,0.006673,0.000000,0.000000
842,0.003347,0.000000,0.000000
843,0.002957,0.000000,0.000000
844,0.002510,0.000000,0.000000
845,0.001587,0.000000,0.000000
846,0.001486,0.000000,0.000000
847,0.003049,0.000000,0.000000
848,0.002203,0.000000,0.000000
849,0.002186,0.000000,0.000000
850,0.001881,0.130845,0.001219
851,0.007756,0.000000,0.000000
852,0.004240,0.000000,0.000000
853,0.003424,0.000000,0.000000
854,0.002310,0.000000,0.000000
855,0.003147,0.000000,0.000000
856,0.001822,0.000000,0.000000
857,0.002515,0.000000,0.000000
858,0.003413,0.000000,0.000000
859,0.003279,0.000000,0.000000
860,0.002340,0.115285,0.001079
861,0.006678,0.000000,0.000000
862,0.004253,0.000000,0.000000
863,0.003839,0.000000,0.000000
864,0.003490,0.000000,0.000000
865,0.002995,0.000000,0.000000
866,0.002496,0.000000,0.000000
867,0.003103,0.000000,0.000000
868,0.003623,0.000000,0.000000
869,0.003749,0.000000,0.000000
870,0.004083,0.181639,0.001423
871,0.007211,0.000000,0.000000
872,0.004058,0.000000,0.000000
873,0.002915,0.000000,0.000000
874,0.002282,0.000000,0.000000
875,0.002721,0.000000,0.000000
876,0.004104,0.000000,0.000000
877,0.002919,0.000000,0.000000
878,0.004667,0.000000,0.000000
879,0.005000,0.000000,0.000000
880,0.003805,0.117775,0.001111
881,0.007070,0.000000,0.000000
882,0.003761,0.000000,0.000000
883,0.003323,0.000000,0.000000
884,0.005332,0.000000,0.000000
885,0.003567,0.000000,0.000000
886,0.001765,0.000000,0.000000
887,0.003917,0.000000,0.000000
888,0.002859,0.000000,0.000000
889,0.002949,0.000000,0.000000
890,0.014465,0.117448,0.000710
891,0.003138,0.000000,0.000000
892,0.003300,0.000000,0.000000
893,0.002765,0.000000,0.000000
894,0.003935,0.000000,0.000000
895,0.002823,0.000000,0.000000
896,0.003568,0.000000,0.000000
897,0.003743,0.000000,0.000000
898,0.005421,0.000000,0.000000
899,0.002950,0.000000,0.000000
900,0.001773,0.119398,0.000936
901,0.007743,0.000000,0.000000
902,0.003770,0.000000,0.000000
903,0.004072,0.000000,0.000000
904,0.003354,0.000000,0.000000
905,0.003203,0.000000,0.000000
906,0.003728,0.000000,0.000000
907,0.003306,0.000000,0.000000
908,0.003194,0.000000,0.000000
909,0.004644,0.000000,0.000000
910,0.004171,0.126387,0.001249
911,0.008745,0.000000,0.000000
912,0.004091,0.000000,0.000000
913,0.004507,0.000000,0.000000
914,0.003953,0.000000,0.000000
915,0.003408,0.000000,0.000000
916,0.004017,0.000000,0.000000
917,0.003379,0.000000,0.000000
918,0.002836,0.000000,0.000000
919,0.002819,0.000000,0.000000
920,0.002496,0.120234,0.001024
921,0.006430,0.000000,0.000000
922,0.004565,0.000000,0.000000
923,0.004129,0.000000,0.000000
924,0.005263,0.000000,0.000000
925,0.004344,0.000000,0.000000
926,0.004372,0.000000,0.000000
927,0.004029,0.000000,0.000000
928,0.003805,0.000000,0.000000
929,0.004483,0.000000,0.000000
930,0.003726,0.127805,0.000484
931,0.005978,0.000000,0.000000
932,0.004623,0.000000,0.000000
933,0.002614,0.000000,0.000000
934,0.004324,0.000000,0.000000
935,0.004079,0.000000,0.000000
936,0.003426,0.000000,0.000000
937,0.002902,0.000000,0.000000
938,0.004899,0.000000,0.000000
939,0.004182,0.000000,0.000000
940,0.003666,0.156894,0.000682
941,0.007943,0.000000,0.000000
942,0.004398,0.000000,0.000000
943,0.004366,0.000000,0.000000
944,0.002932,0.000000,0.000000
945,0.003924,0.000000,0.000000
946,0.004087,0.000000,0.000000
947,0.003779,0.000000,0.000000
948,0.003784,0.000000,0.000000
949,0.003832,0.000000,0.000000
950,0.003949,0.124004,0.001138
951,0.010560,0.000000,0.000000
952,0.003548,0.000000,0.000000
953,0.003947,0.000000,0.000000
954,0.002647,0.000000,0.000000
955,0.003500,0.000000,0.000000
956,0.003397,0.000000,0.000000
957,0.003705,0.000000,0.000000
958,0.003404,0.000000,0.000000
959,0.003276,0.000000,0.000000
960,0.004688,0.133516,0.000887
961,0.004481,0.000000,0.000000
962,0.003042,0.000000,0.000000
963,0.002311,0.000000,0.000000
964,0.001897,0.000000,0.000000
965,0.002375,0.000000,0.000000
966,0.001491,0.000000,0.000000
967,0.002155,0.000000,0.000000
968,0.003858,0.000000,0.000000
969,0.003841,0.000000,0.000000
970,0.002289,0.157159,0.001434
971,0.008819,0.000000,0.000000
972,0.003260,0.000000,0.000000
973,0.004293,0.000000,0.000000
974,0.003128,0.000000,0.000000
975,0.002205,0.000000,0.000000
976,0.004329,0.000000,0.000000
977,0.005101,0.000000,0.000000
978,0.019003,0.000000,0.000000
979,0.002936,0.000000,0.000000
980,0.002293,0.147499,0.001291
981,0.007161,0.000000,0.000000
982,0.003787,0.000000,0.000000
983,0.003970,0.000000,0.000000
984,0.002293,0.000000,0.000000
985,0.001519,0.000000,0.000000
986,0.002889,0.000000,0.000000
987,0.003359,0.000000,0.000000
988,0.003754,0.000000,0.000000
989,0.002887,0.000000,0.000000
990,0.002949,0.147632,0.000485
991,0.007946,0.000000,0.000000
992,0.004816,0.000000,0.000000
993,0.002393,0.000000,0.000000
994,0.002379,0.000000,0.000000
995,0.004199,0.000000,0.000000
996,0.003228,0.000000,0.000000
997,0.004056,0.000000,0.000000
998,0.004981,0.000000,0.000000
999,0.003646,0.000000,0.000000
